status,copyright,response.docs.abstract,response.docs.web_url,response.docs.snippet,response.docs.lead_paragraph,response.docs.source,response.docs.multimedia,response.docs.keywords,response.docs.pub_date,response.docs.document_type,response.docs.news_desk,response.docs.section_name,response.docs.type_of_material,response.docs._id,response.docs.word_count,response.docs.uri,response.docs.print_section,response.docs.print_page,response.docs.subsection_name,response.docs.headline.main,response.docs.headline.kicker,response.docs.headline.content_kicker,response.docs.headline.print_headline,response.docs.headline.name,response.docs.headline.seo,response.docs.headline.sub,response.docs.byline.original,response.docs.byline.person,response.docs.byline.organization,response.meta.hits,response.meta.offset,response.meta.time
OK,Copyright (c) 2024 The New York Times Company. All Rights Reserved.,"Ms. Sandberg, who left her role as Meta’s chief operating officer in 2022, said she would serve as an adviser to the company.",https://www.nytimes.com/2024/01/17/technology/sheryl-sandberg-meta-board.html,"Ms. Sandberg, who left her role as Meta’s chief operating officer in 2022, said she would serve as an adviser to the company.","Sheryl Sandberg said on Wednesday that she would not stand for re-election to Meta’s board of directors in May, ending her 14½-year run in a formal role at the social networking company.",The New York Times,,,2024-01-18T01:14:43+0000,article,Business,Technology,News,nyt://article/01a29db7-7937-5c0f-abd9-40ca85604ed8,256,nyt://article/01a29db7-7937-5c0f-abd9-40ca85604ed8,B,3,NA,Sheryl Sandberg to Depart Meta’s Board of Directors,NA,NA,Sandberg to Leave Board Of Meta After 14½ Years In Top Company Positions,NA,NA,NA,By Mike Isaac,,NA,150930,810,51
OK,Copyright (c) 2024 The New York Times Company. All Rights Reserved.,"MinChan Kim, 18, is the pilot to watch when the Drone Racing League returns to NBC Sports this weekend.",https://www.nytimes.com/2022/11/16/style/drone-racing-pilot-minchan-kim.html,"MinChan Kim, 18, is the pilot to watch when the Drone Racing League returns to NBC Sports this weekend.","The pilots took turns speeding their drones through a neon-colored course, zooming around sharp turns and diving into gates at speeds of up to 90 miles per hour like turbocharged fireflies performing for a roaring audience of more than 5,000 people.",The New York Times,,,2022-11-16T22:00:11+0000,article,Styles,Style,News,nyt://article/01a33e08-4d57-520f-91f8-d88133e2513e,1784,nyt://article/01a33e08-4d57-520f-91f8-d88133e2513e,D,8,NA,Is This the Best Drone Racer in the World?,NA,NA,Young Drone Pilots Energize a New Sport,NA,NA,NA,By Alyson Krueger,,NA,150930,810,51
OK,Copyright (c) 2024 The New York Times Company. All Rights Reserved.,"The National Labor Relations Board ruled that single Starbucks stores, not multiple locations in an area, were the proper jurisdictions for unionization votes.",https://www.nytimes.com/2022/02/23/business/economy/starbucks-union-vote-mesa.html,"The National Labor Relations Board ruled that single Starbucks stores, not multiple locations in an area, were the proper jurisdictions for unionization votes.","The National Labor Relations Board dealt a blow to Starbucks’s legal strategy in response to a growing union campaign on Wednesday, rejecting the company’s argument that workers seeking to unionize in a geographic area must vote in a single union election.",The New York Times,,,2022-02-23T18:38:19+0000,article,Business,Business Day,News,nyt://article/01a34b04-e5d6-52b1-a136-3a26bf5aba2d,440,nyt://article/01a34b04-e5d6-52b1-a136-3a26bf5aba2d,B,4,Economy,Starbucks Strategy for Responding to Union Elections Is Dealt a Setback,NA,NA,Starbucks Strategy to Curb Union Voting Is Rejected,NA,NA,NA,By Noam Scheiber,,NA,150930,810,51
OK,Copyright (c) 2024 The New York Times Company. All Rights Reserved.,"Alfa Barrie, 11, and Garrett Warren, 13, had been missing for several days. The police said their investigation into the boys’ deaths was continuing.",https://www.nytimes.com/2023/05/20/nyregion/missing-boys-bodies-rivers-nyc.html,"Alfa Barrie, 11, and Garrett Warren, 13, had been missing for several days. The police said their investigation into the boys’ deaths was continuing.","The bodies of two boys, who family members said were together shortly before they disappeared over a week ago, have been recovered from separate locations in the waters off Manhattan, the police said Saturday.",The New York Times,,,2023-05-20T21:21:56+0000,article,Metro,New York,News,nyt://article/01a35f50-b844-58bf-8903-5822981d7bcc,715,nyt://article/01a35f50-b844-58bf-8903-5822981d7bcc,A,22,NA,2 Bodies Found in Manhattan Rivers Are Identified as Missing Boys,NA,NA,Two Bodies Found in City Rivers Are Identified as Missing Boys,NA,NA,NA,By Hurubie Meko and Asmaa Elkeurti,,NA,150930,810,51
OK,Copyright (c) 2024 The New York Times Company. All Rights Reserved.,A late penalty gave Wales the opening it needed to pull to a draw with the United States.,https://www.nytimes.com/2022/11/21/sports/soccer/wales-usmnt-world-cup-final-score.html,A late penalty gave Wales the opening it needed to pull to a draw with the United States.,"AL RAYYAN, Qatar — Walker Zimmerman wagged his left pointer finger in the air from where he lay sprawled out on the ground. He shook his head and yelled, “No, no, no, no, no!” But it was to no avail. The referee was already pointing to the penalty spot.",The New York Times,,,2022-11-21T21:02:53+0000,article,Sports,Sports,News,nyt://article/01a41d27-846a-56d5-aa2e-9b280e4123ef,870,nyt://article/01a41d27-846a-56d5-aa2e-9b280e4123ef,NA,NA,Soccer,A Strong Start Slips Through Americans’ Fingers in World Cup Opener,NA,NA,NA,NA,NA,NA,By Andrew Keh,,NA,150930,810,51
OK,Copyright (c) 2024 The New York Times Company. All Rights Reserved.,A women’s volleyball game was moved on Saturday after a Duke University player who is Black was called a racial slur during a game the night before.,https://www.nytimes.com/2022/08/27/sports/duke-volleyball-racial-slur.html,A women’s volleyball game was moved on Saturday after a Duke University player who is Black was called a racial slur during a game the night before.,"A Duke University women’s volleyball player who is Black was called a racial slur during a game Friday night in Utah, prompting Brigham Young University to ban a fan from sporting events and Duke University to change the venue of a tournament game on Saturday.",The New York Times,,,2022-08-28T01:01:52+0000,article,Express,Sports,News,nyt://article/01a4c2a0-72d4-588e-a9eb-6f98d783063d,875,nyt://article/01a4c2a0-72d4-588e-a9eb-6f98d783063d,D,2,NA,Racial Slur During College Volleyball Game Leads to Fan Suspension,NA,NA,B.Y.U. Bars Fan Who Repeatedly Yelled a Racial Slur at a Black Duke Player,NA,NA,NA,By Vimal Patel,,NA,150930,820,50
OK,Copyright (c) 2024 The New York Times Company. All Rights Reserved.,"Quotation of the Day for Wednesday, September 4, 2024.",https://www.nytimes.com/2024/09/04/pageoneplus/quotation-of-the-day-extreme-weather-is-increasing-risk-of-collapse-for-us-bridges.html,"Quotation of the Day for Wednesday, September 4, 2024.","“It’s getting so hot that the pieces that hold the concrete and steel, those bridges can literally fall apart like Tinkertoys.”",The New York Times,,,2024-09-04T05:11:59+0000,article,Summary,Corrections,News,nyt://article/01a577f5-5461-5857-89fb-eaa195af61bd,43,nyt://article/01a577f5-5461-5857-89fb-eaa195af61bd,A,2,NA,Quotation of the Day: Extreme Weather Is Increasing Risk of Collapse for U.S. Bridges,NA,NA,Quote of the Day,NA,NA,NA,NA,,NA,150930,820,50
OK,Copyright (c) 2024 The New York Times Company. All Rights Reserved.,"The findings of a review of the attempted assassination of Donald J. Trump in July are stark but familiar, underscoring the challenge of overhauling the agency.",https://www.nytimes.com/2024/10/17/us/politics/secret-service-homeland-security-trump.html,"The findings of a review of the attempted assassination of Donald J. Trump in July are stark but familiar, underscoring the challenge of overhauling the agency.",An independent panel reviewing the failures that led to the attempted assassination of former President Donald J. Trump in July called on the Secret Service to replace its leadership with people from the private sector and focus almost exclusively on its protective mission.,The New York Times,,,2024-10-17T12:00:08+0000,article,Washington,U.S.,News,nyt://article/01a69f7f-821d-5e78-bd7f-a33beaf8980a,1244,nyt://article/01a69f7f-821d-5e78-bd7f-a33beaf8980a,A,17,Politics,Review Panel Calls for Overhaul of Secret Service Leadership,NA,NA,Panel Calls for Overhaul of Secret Service Leadership,NA,NA,NA,By Eileen Sullivan,,NA,150930,820,50
OK,Copyright (c) 2024 The New York Times Company. All Rights Reserved.,Hammering voters with breathless emails and apocalyptic messages is preventing  Democrats from building a lasting political movement.,https://www.nytimes.com/2022/08/01/opinion/democrats-2024-election.html,Hammering voters with breathless emails and apocalyptic messages is preventing  Democrats from building a lasting political movement.,"Donald Trump seemed to usher in a new era of Democratic grass-roots engagement. More than four million people marched in the streets the day after his inauguration. Several thousand chapters of Indivisible, one of the biggest new “Resistance” organizations, sprung up, covering every congressional district. On the Democratic fund-raising platform ActBlue, the number of donors more than quadrupled in roughly four years, reaching 15 million during the 2020 election cycle.",The New York Times,,,2022-08-01T09:00:17+0000,article,OpEd,Opinion,Op-Ed,nyt://article/01a6a1fb-5a24-544e-bcfa-65563a9da31d,1412,nyt://article/01a6a1fb-5a24-544e-bcfa-65563a9da31d,NA,NA,NA,Fed Up With Democratic Emails? You’re Not the Only One.,Guest Essay,NA,NA,NA,NA,NA,By Lara Putnam and Micah L. Sifry,,NA,150930,820,50
OK,Copyright (c) 2024 The New York Times Company. All Rights Reserved.,The famed California hip-hop group played with the London Symphony Orchestra — 28 years after “The Simpsons” dreamed up the collaboration.,https://www.nytimes.com/2024/07/11/arts/music/cypress-hill-simpsons-london-joke.html,The famed California hip-hop group played with the London Symphony Orchestra — 28 years after “The Simpsons” dreamed up the collaboration.,There is now an answer to at least one chicken-or-egg “Simpsons” prophesy: The episode did come first.,The New York Times,,,2024-07-11T16:11:58+0000,article,Culture,Arts,News,nyt://article/01a6d615-8ff6-5c26-8b63-c9f5e3fcb297,849,nyt://article/01a6d615-8ff6-5c26-8b63-c9f5e3fcb297,C,6,Music,A ‘Simpsons’ Joke Comes True for Cypress Hill,NA,NA,‘Simpsons’ Joke Comes True for Cypress Hill,NA,NA,NA,By Amelia Nierenberg,,NA,150930,820,50
OK,Copyright (c) 2024 The New York Times Company. All Rights Reserved.,The country’s longest-running weekly rodeo can be found in the Garden State. That’s not as strange as it sounds.,https://www.nytimes.com/2022/08/16/nyregion/cowtown-rodeo-new-jersey.html,The country’s longest-running weekly rodeo can be found in the Garden State. That’s not as strange as it sounds.,"PILESGROVE, N.J. — The low-lying clouds framing the horizon at sunset were beginning to tinge a cotton-candy pink when the rodeo announcer, Ty Miller, instructed all men to “remove cover.”",The New York Times,,,2022-08-16T09:00:27+0000,article,Metropolitan,New York,News,nyt://article/01a707ab-957c-51a7-949f-8a0cbaaaf1ed,1397,nyt://article/01a707ab-957c-51a7-949f-8a0cbaaaf1ed,MB,1,NA,One of the Oldest Rodeos in America Is in New Jersey,NA,NA,Not Their First Rodeo,NA,NA,NA,By Tracey Tully and Gabby Jones,,NA,150930,820,50
OK,Copyright (c) 2024 The New York Times Company. All Rights Reserved.,"An essential American outdoor sculpture has been sinking in the saltwater marsh for four decades — just as the artist, Beverly Buchanan, intended.",https://www.nytimes.com/2023/07/29/arts/design/beverly-buchanan-land-art-georgia.html,"An essential American outdoor sculpture has been sinking in the saltwater marsh for four decades — just as the artist, Beverly Buchanan, intended.","This patch of coastal wetland between highway and marsh, just behind downtown Brunswick, Ga., is a kind of pilgrimage site — though no sign points to it.",The New York Times,,,2023-07-29T13:00:23+0000,article,Arts&Leisure,Arts,News,nyt://article/01a73e61-3bab-5f7f-966c-d67350bbd61e,1850,nyt://article/01a73e61-3bab-5f7f-966c-d67350bbd61e,AR,10,Art & Design,A Vanishing Masterpiece in the Georgia Marshes,NA,NA,Masterpiece Vanishing Into the Marsh,NA,NA,NA,By Siddhartha Mitter,,NA,150930,820,50
OK,Copyright (c) 2024 The New York Times Company. All Rights Reserved.,"Our TV critic’s recommendations this week include a pirate comedy, a Jane Austen drama and an Australian newsroom show set in 1986.",https://www.nytimes.com/2022/03/17/arts/television/sanditon-our-flag-means-death.html,"Our TV critic’s recommendations this week include a pirate comedy, a Jane Austen drama and an Australian newsroom show set in 1986.","‘Our Flag Means Death’When to watch: Now, on HBO Max.",The New York Times,,,2022-03-17T19:58:49+0000,article,Weekend,Arts,News,nyt://article/01a76d0f-c930-5595-ae73-0171b5f2012c,374,nyt://article/01a76d0f-c930-5595-ae73-0171b5f2012c,C,2,Television,How Much Watching Time Do You Have This Weekend?,The Watching Newsletter,NA,This weekend I have …,NA,NA,NA,By Margaret Lyons,,NA,150930,820,50
OK,Copyright (c) 2024 The New York Times Company. All Rights Reserved.,"After India’s prime minister said that now is not the time for war, an increasingly isolated Mr. Putin threatened “more serious” actions in Ukraine while insisting he was ready for talks.",https://www.nytimes.com/2022/09/16/world/europe/putin-modi-war-ukraine.html,"After India’s prime minister said that now is not the time for war, an increasingly isolated Mr. Putin threatened “more serious” actions in Ukraine while insisting he was ready for talks.","Underlining Russia’s widening isolation on the world stage, Prime Minister Narendra Modi of India told President Vladimir V. Putin on Friday that it is no time for war — even as the Russian president threatened to escalate the brutality of his campaign in Ukraine.",The New York Times,,,2022-09-16T23:09:08+0000,article,Foreign,World,News,nyt://article/01a7c74e-d8de-511e-9080-fa59c2fff8eb,1361,nyt://article/01a7c74e-d8de-511e-9080-fa59c2fff8eb,A,1,Europe,"As India Joins China in Distancing From Russia, Putin Warns of Escalation",NA,NA,Leader Of India Criticizes Putin For Waging War,NA,NA,NA,"By Anton Troianovski, Mujib Mashal and Julian E. Barnes",,NA,150930,820,50
OK,Copyright (c) 2024 The New York Times Company. All Rights Reserved.,"The assessed market value of the city’s buildings is still growing, according to a report from the state comptroller, leading to a modest increase in tax revenue.",https://www.nytimes.com/2024/08/07/nyregion/office-buildings-value-manhattan.html,"The assessed market value of the city’s buildings is still growing, according to a report from the state comptroller, leading to a modest increase in tax revenue.","Even as office buildings in Manhattan struggle with vacancy rates hovering just below 25 percent, the assessed market value of New York City office buildings has continued to rise, fueling a slight increase in city tax revenue, according to a new state comptroller report.",The New York Times,,,2024-08-07T07:00:27+0000,article,Metro,New York,News,nyt://article/01a865fe-7061-503a-a0dd-5168e11f241f,794,nyt://article/01a865fe-7061-503a-a0dd-5168e11f241f,A,16,NA,"Tax Revenues From New York City Office Buildings Rise, Despite Vacancies",NA,NA,"High Vacancies Aside, Office Building Values Rise in New York City",NA,NA,NA,By Matthew Haag,,NA,150930,820,50
